"","nlc2022_7class","T_MAPCODE","littlekaroo_deg2","easternlittlekaroo_deg2","n"
"18288","4","Gs10","99","8",0
"18289","5","Gs10","99","8",0
"18290","6","Gs10","99","8",0
"18291","7","Gs10","99","8",0
"18292","1","Gs11","99","8",0
"18293","2","Gs11","99","8",0
"18294","3","Gs11","99","8",0
"18295","4","Gs11","99","8",0
"18296","5","Gs11","99","8",0
"18297","6","Gs11","99","8",0
"18298","7","Gs11","99","8",0
"18299","1","Gs12","99","8",0
"18300","2","Gs12","99","8",0
"18301","3","Gs12","99","8",0
"18302","4","Gs12","99","8",0
"18303","5","Gs12","99","8",0
"18304","6","Gs12","99","8",0
"18305","7","Gs12","99","8",0
"18306","1","Gs13","99","8",0
"18307","2","Gs13","99","8",0
"18308","3","Gs13","99","8",0
"18309","4","Gs13","99","8",0
"18310","5","Gs13","99","8",0
"18311","6","Gs13","99","8",0
"18312","7","Gs13","99","8",0
"18313","1","Gs14","99","8",0
"18314","2","Gs14","99","8",0
"18315","3","Gs14","99","8",0
"18316","4","Gs14","99","8",0
"18317","5","Gs14","99","8",0
"18318","6","Gs14","99","8",0
"18319","7","Gs14","99","8",0
"18320","1","Gs15","99","8",0
"18321","2","Gs15","99","8",0
"18322","3","Gs15","99","8",0
"18323","4","Gs15","99","8",0
"18324","5","Gs15","99","8",0
"18325","6","Gs15","99","8",0
"18326","7","Gs15","99","8",0
"18327","1","Gs16","99","8",0
"18328","2","Gs16","99","8",0
"18329","3","Gs16","99","8",0
"18330","4","Gs16","99","8",0
"18331","5","Gs16","99","8",0
"18332","6","Gs16","99","8",0
"18333","7","Gs16","99","8",0
"18334","1","Gs17","99","8",0
"18335","2","Gs17","99","8",0
"18336","3","Gs17","99","8",0
"18337","4","Gs17","99","8",0
"18338","5","Gs17","99","8",0
"18339","6","Gs17","99","8",0
"18340","7","Gs17","99","8",0
"18341","1","Gs18","99","8",0
"18342","2","Gs18","99","8",0
"18343","3","Gs18","99","8",0
"18344","4","Gs18","99","8",0
"18345","5","Gs18","99","8",0
"18346","6","Gs18","99","8",0
"18347","7","Gs18","99","8",0
"18348","1","Gs19","99","8",0
"18349","2","Gs19","99","8",0
"18350","3","Gs19","99","8",0
"18351","4","Gs19","99","8",0
"18352","5","Gs19","99","8",0
"18353","6","Gs19","99","8",0
"18354","7","Gs19","99","8",0
"18355","1","Gs2","99","8",0
"18356","2","Gs2","99","8",0
"18357","3","Gs2","99","8",0
"18358","4","Gs2","99","8",0
"18359","5","Gs2","99","8",0
"18360","6","Gs2","99","8",0
"18361","7","Gs2","99","8",0
"18362","1","Gs20","99","8",0
"18363","2","Gs20","99","8",0
"18364","3","Gs20","99","8",0
"18365","4","Gs20","99","8",0
"18366","5","Gs20","99","8",0
"18367","6","Gs20","99","8",0
"18368","7","Gs20","99","8",0
"18369","1","Gs3","99","8",0
"18370","2","Gs3","99","8",0
"18371","3","Gs3","99","8",0
"18372","4","Gs3","99","8",0
"18373","5","Gs3","99","8",0
"18374","6","Gs3","99","8",0
"18375","7","Gs3","99","8",0
"18376","1","Gs4","99","8",0
"18377","2","Gs4","99","8",0
"18378","3","Gs4","99","8",0
"18379","4","Gs4","99","8",0
"18380","5","Gs4","99","8",0
"18381","6","Gs4","99","8",0
"18382","7","Gs4","99","8",0
"18383","1","Gs6","99","8",0
"18384","2","Gs6","99","8",0
"18385","3","Gs6","99","8",0
"18386","4","Gs6","99","8",0
"18387","5","Gs6","99","8",0
"18388","6","Gs6","99","8",0
"18389","7","Gs6","99","8",0
"18390","1","Gs7","99","8",0
"18391","2","Gs7","99","8",0
"18392","3","Gs7","99","8",0
"18393","4","Gs7","99","8",0
"18394","5","Gs7","99","8",0
"18395","6","Gs7","99","8",0
"18396","7","Gs7","99","8",0
"18397","1","Gs8","99","8",0
"18398","2","Gs8","99","8",0
"18399","3","Gs8","99","8",0
"18400","4","Gs8","99","8",0
"18401","5","Gs8","99","8",0
"18402","6","Gs8","99","8",0
"18403","7","Gs8","99","8",0
"18404","1","Gs9","99","8",0
"18405","2","Gs9","99","8",0
"18406","3","Gs9","99","8",0
"18407","4","Gs9","99","8",0
"18408","5","Gs9","99","8",0
"18409","6","Gs9","99","8",0
"18410","7","Gs9","99","8",0
"18411","1","NKb1","99","8",0
"18412","2","NKb1","99","8",0
"18413","3","NKb1","99","8",0
"18414","4","NKb1","99","8",0
"18415","5","NKb1","99","8",0
"18416","6","NKb1","99","8",0
"18417","7","NKb1","99","8",0
"18418","1","NKb2","99","8",0
"18419","2","NKb2","99","8",0
"18420","3","NKb2","99","8",0
"18421","4","NKb2","99","8",0
"18422","5","NKb2","99","8",0
"18423","6","NKb2","99","8",0
"18424","7","NKb2","99","8",0
"18425","1","NKb3","99","8",0
"18426","2","NKb3","99","8",0
"18427","3","NKb3","99","8",0
"18428","4","NKb3","99","8",0
"18429","5","NKb3","99","8",0
"18430","6","NKb3","99","8",0
"18431","7","NKb3","99","8",0
"18432","1","NKb4","99","8",0
"18433","2","NKb4","99","8",0
"18434","3","NKb4","99","8",0
"18435","4","NKb4","99","8",0
"18436","5","NKb4","99","8",0
"18437","6","NKb4","99","8",0
"18438","7","NKb4","99","8",0
"18439","1","NKb5","99","8",0
"18440","2","NKb5","99","8",0
"18441","3","NKb5","99","8",0
"18442","4","NKb5","99","8",0
"18443","5","NKb5","99","8",0
"18444","6","NKb5","99","8",0
"18445","7","NKb5","99","8",0
"18446","1","NKb6","99","8",0
"18447","2","NKb6","99","8",0
"18448","3","NKb6","99","8",0
"18449","4","NKb6","99","8",0
"18450","5","NKb6","99","8",0
"18451","6","NKb6","99","8",0
"18452","7","NKb6","99","8",0
"18453","1","NKl1","99","8",0
"18454","2","NKl1","99","8",0
"18455","3","NKl1","99","8",0
"18456","4","NKl1","99","8",0
"18457","5","NKl1","99","8",0
"18458","6","NKl1","99","8",0
"18459","7","NKl1","99","8",0
"18460","1","NKl2","99","8",0
"18461","2","NKl2","99","8",0
"18462","3","NKl2","99","8",0
"18463","4","NKl2","99","8",0
"18464","5","NKl2","99","8",0
"18465","6","NKl2","99","8",0
"18466","7","NKl2","99","8",0
"18467","1","NKl4","99","8",0
"18468","2","NKl4","99","8",0
"18469","3","NKl4","99","8",0
"18470","4","NKl4","99","8",0
"18471","5","NKl4","99","8",0
"18472","6","NKl4","99","8",0
"18473","7","NKl4","99","8",0
"18474","1","NKu1","99","8",0
"18475","2","NKu1","99","8",0
"18476","3","NKu1","99","8",0
"18477","4","NKu1","99","8",0
"18478","5","NKu1","99","8",0
"18479","6","NKu1","99","8",0
"18480","7","NKu1","99","8",0
"18481","1","NKu2","99","8",0
"18482","2","NKu2","99","8",0
"18483","3","NKu2","99","8",0
"18484","4","NKu2","99","8",0
"18485","5","NKu2","99","8",0
"18486","6","NKu2","99","8",0
"18487","7","NKu2","99","8",0
"18488","1","NKu3","99","8",0
"18489","2","NKu3","99","8",0
"18490","3","NKu3","99","8",0
"18491","4","NKu3","99","8",0
"18492","5","NKu3","99","8",0
"18493","6","NKu3","99","8",0
"18494","7","NKu3","99","8",0
"18495","1","NKu4","99","8",0
"18496","2","NKu4","99","8",0
"18497","3","NKu4","99","8",0
"18498","4","NKu4","99","8",0
"18499","5","NKu4","99","8",0
"18500","6","NKu4","99","8",0
"18501","7","NKu4","99","8",0
"18502","1","NOTVEG","99","8",0
"18503","2","NOTVEG","99","8",0
"18504","3","NOTVEG","99","8",0
"18505","4","NOTVEG","99","8",0
"18506","5","NOTVEG","99","8",0
"18507","6","NOTVEG","99","8",0
"18508","7","NOTVEG","99","8",0
"18509","1","SKk1","99","8",0
"18510","2","SKk1","99","8",0
"18511","3","SKk1","99","8",0
"18512","4","SKk1","99","8",0
"18513","5","SKk1","99","8",0
"18514","6","SKk1","99","8",0
"18515","7","SKk1","99","8",0
"18516","1","SKk2","99","8",0
"18517","2","SKk2","99","8",0
"18518","3","SKk2","99","8",0
"18519","4","SKk2","99","8",0
"18520","5","SKk2","99","8",0
"18521","6","SKk2","99","8",0
"18522","7","SKk2","99","8",0
"18523","1","SKk3","99","8",0
"18524","2","SKk3","99","8",0
"18525","3","SKk3","99","8",0
"18526","4","SKk3","99","8",0
"18527","5","SKk3","99","8",0
"18528","6","SKk3","99","8",0
"18529","7","SKk3","99","8",0
"18530","1","SKk4","99","8",0
"18531","2","SKk4","99","8",0
"18532","3","SKk4","99","8",0
"18533","4","SKk4","99","8",0
"18534","5","SKk4","99","8",0
"18535","6","SKk4","99","8",0
"18536","7","SKk4","99","8",0
"18537","1","SKk5","99","8",0
"18538","2","SKk5","99","8",0
"18539","3","SKk5","99","8",0
"18540","4","SKk5","99","8",0
"18541","5","SKk5","99","8",0
"18542","6","SKk5","99","8",0
"18543","7","SKk5","99","8",0
"18544","1","SKk6","99","8",0
"18545","2","SKk6","99","8",0
"18546","3","SKk6","99","8",0
"18547","4","SKk6","99","8",0
"18548","5","SKk6","99","8",0
"18549","6","SKk6","99","8",0
"18550","7","SKk6","99","8",0
"18551","1","SKk7","99","8",0
"18552","2","SKk7","99","8",0
"18553","3","SKk7","99","8",0
"18554","4","SKk7","99","8",0
"18555","5","SKk7","99","8",0
"18556","6","SKk7","99","8",0
"18557","7","SKk7","99","8",0
"18558","1","SKk8","99","8",0
"18559","2","SKk8","99","8",0
"18560","3","SKk8","99","8",0
"18561","4","SKk8","99","8",0
"18562","5","SKk8","99","8",0
"18563","6","SKk8","99","8",0
"18564","7","SKk8","99","8",0
"18565","1","SKk9","99","8",0
"18566","2","SKk9","99","8",0
"18567","3","SKk9","99","8",0
"18568","4","SKk9","99","8",0
"18569","5","SKk9","99","8",0
"18570","6","SKk9","99","8",0
"18571","7","SKk9","99","8",0
"18572","1","SKn1","99","8",0
"18573","2","SKn1","99","8",0
"18574","3","SKn1","99","8",0
"18575","4","SKn1","99","8",0
"18576","5","SKn1","99","8",0
"18577","6","SKn1","99","8",0
"18578","7","SKn1","99","8",0
"18579","1","SKn2","99","8",0
"18580","2","SKn2","99","8",0
"18581","3","SKn2","99","8",0
"18582","4","SKn2","99","8",0
"18583","5","SKn2","99","8",0
"18584","6","SKn2","99","8",0
"18585","7","SKn2","99","8",0
"18586","1","SKn3","99","8",0
"18587","2","SKn3","99","8",0
"18588","3","SKn3","99","8",0
"18589","4","SKn3","99","8",0
"18590","5","SKn3","99","8",0
"18591","6","SKn3","99","8",0
"18592","7","SKn3","99","8",0
"18593","1","SKn4","99","8",0
"18594","2","SKn4","99","8",0
"18595","3","SKn4","99","8",0
"18596","4","SKn4","99","8",0
"18597","5","SKn4","99","8",0
"18598","6","SKn4","99","8",0
"18599","7","SKn4","99","8",0
"18600","1","SKn5","99","8",0
"18601","2","SKn5","99","8",0
"18602","3","SKn5","99","8",0
"18603","4","SKn5","99","8",0
"18604","5","SKn5","99","8",0
"18605","6","SKn5","99","8",0
"18606","7","SKn5","99","8",0
"18607","1","SKn6","99","8",0
"18608","2","SKn6","99","8",0
"18609","3","SKn6","99","8",0
"18610","4","SKn6","99","8",0
"18611","5","SKn6","99","8",0
"18612","6","SKn6","99","8",0
"18613","7","SKn6","99","8",0
"18614","1","SKn7","99","8",0
"18615","2","SKn7","99","8",0
"18616","3","SKn7","99","8",0
"18617","4","SKn7","99","8",0
"18618","5","SKn7","99","8",0
"18619","6","SKn7","99","8",0
"18620","7","SKn7","99","8",0
"18621","1","SKr1","99","8",0
"18622","2","SKr1","99","8",0
"18623","3","SKr1","99","8",0
"18624","4","SKr1","99","8",0
"18625","5","SKr1","99","8",0
"18626","6","SKr1","99","8",0
"18627","7","SKr1","99","8",0
"18628","1","SKr10","99","8",0
"18629","2","SKr10","99","8",0
"18630","3","SKr10","99","8",0
"18631","4","SKr10","99","8",0
"18632","5","SKr10","99","8",0
"18633","6","SKr10","99","8",0
"18634","7","SKr10","99","8",0
"18635","1","SKr11","99","8",0
"18636","2","SKr11","99","8",0
"18637","3","SKr11","99","8",0
"18638","4","SKr11","99","8",0
"18639","5","SKr11","99","8",0
"18640","6","SKr11","99","8",0
"18641","7","SKr11","99","8",0
"18642","1","SKr12","99","8",0
"18643","2","SKr12","99","8",0
"18644","3","SKr12","99","8",0
"18645","4","SKr12","99","8",0
"18646","5","SKr12","99","8",0
"18647","6","SKr12","99","8",0
"18648","7","SKr12","99","8",0
"18649","1","SKr13","99","8",0
"18650","2","SKr13","99","8",0
"18651","3","SKr13","99","8",0
"18652","4","SKr13","99","8",0
"18653","5","SKr13","99","8",0
"18654","6","SKr13","99","8",0
"18655","7","SKr13","99","8",0
"18656","1","SKr14","99","8",0
"18657","2","SKr14","99","8",0
"18658","3","SKr14","99","8",0
"18659","4","SKr14","99","8",0
"18660","5","SKr14","99","8",0
"18661","6","SKr14","99","8",0
"18662","7","SKr14","99","8",0
"18663","1","SKr15","99","8",0
"18664","2","SKr15","99","8",0
"18665","3","SKr15","99","8",0
"18666","4","SKr15","99","8",0
"18667","5","SKr15","99","8",0
"18668","6","SKr15","99","8",0
"18669","7","SKr15","99","8",0
"18670","1","SKr16","99","8",0
"18671","2","SKr16","99","8",0
"18672","3","SKr16","99","8",0
"18673","4","SKr16","99","8",0
"18674","5","SKr16","99","8",0
"18675","6","SKr16","99","8",0
"18676","7","SKr16","99","8",0
"18677","1","SKr17","99","8",0
"18678","2","SKr17","99","8",0
"18679","3","SKr17","99","8",0
"18680","4","SKr17","99","8",0
"18681","5","SKr17","99","8",0
"18682","6","SKr17","99","8",0
"18683","7","SKr17","99","8",0
"18684","1","SKr18","99","8",0
"18685","2","SKr18","99","8",0
"18686","3","SKr18","99","8",0
"18687","4","SKr18","99","8",0
"18688","5","SKr18","99","8",0
"18689","6","SKr18","99","8",0
"18690","7","SKr18","99","8",0
"18691","1","SKr19","99","8",0
"18692","2","SKr19","99","8",0
"18693","3","SKr19","99","8",0
"18694","4","SKr19","99","8",0
"18695","5","SKr19","99","8",0
"18696","6","SKr19","99","8",0
"18697","7","SKr19","99","8",0
"18698","1","SKr2","99","8",0
"18699","2","SKr2","99","8",0
"18700","3","SKr2","99","8",0
"18701","4","SKr2","99","8",0
"18702","5","SKr2","99","8",0
"18703","6","SKr2","99","8",0
"18704","7","SKr2","99","8",0
"18705","1","SKr3","99","8",0
"18706","2","SKr3","99","8",0
"18707","3","SKr3","99","8",0
"18708","4","SKr3","99","8",0
"18709","5","SKr3","99","8",0
"18710","6","SKr3","99","8",0
"18711","7","SKr3","99","8",0
"18712","1","SKr4","99","8",0
"18713","2","SKr4","99","8",0
"18714","3","SKr4","99","8",0
"18715","4","SKr4","99","8",0
"18716","5","SKr4","99","8",0
"18717","6","SKr4","99","8",0
"18718","7","SKr4","99","8",0
"18719","1","SKr5","99","8",0
"18720","2","SKr5","99","8",0
"18721","3","SKr5","99","8",0
"18722","4","SKr5","99","8",0
"18723","5","SKr5","99","8",0
"18724","6","SKr5","99","8",0
"18725","7","SKr5","99","8",0
"18726","1","SKr6","99","8",0
"18727","2","SKr6","99","8",0
"18728","3","SKr6","99","8",0
"18729","4","SKr6","99","8",0
"18730","5","SKr6","99","8",0
"18731","6","SKr6","99","8",0
"18732","7","SKr6","99","8",0
"18733","1","SKr7","99","8",0
"18734","2","SKr7","99","8",0
"18735","3","SKr7","99","8",0
"18736","4","SKr7","99","8",0
"18737","5","SKr7","99","8",0
"18738","6","SKr7","99","8",0
"18739","7","SKr7","99","8",0
"18740","1","SKr8","99","8",0
"18741","2","SKr8","99","8",0
"18742","3","SKr8","99","8",0
"18743","4","SKr8","99","8",0
"18744","5","SKr8","99","8",0
"18745","6","SKr8","99","8",0
"18746","7","SKr8","99","8",0
"18747","1","SKr9","99","8",0
"18748","2","SKr9","99","8",0
"18749","3","SKr9","99","8",0
"18750","4","SKr9","99","8",0
"18751","5","SKr9","99","8",0
"18752","6","SKr9","99","8",0
"18753","7","SKr9","99","8",0
"18754","1","SKs1","99","8",0
"18755","2","SKs1","99","8",0
"18756","3","SKs1","99","8",0
"18757","4","SKs1","99","8",0
"18758","5","SKs1","99","8",0
"18759","6","SKs1","99","8",0
"18760","7","SKs1","99","8",0
"18761","1","SKs10","99","8",0
"18762","2","SKs10","99","8",0
"18763","3","SKs10","99","8",0
"18764","4","SKs10","99","8",0
"18765","5","SKs10","99","8",0
"18766","6","SKs10","99","8",0
"18767","7","SKs10","99","8",0
"18768","1","SKs11","99","8",0
"18769","2","SKs11","99","8",0
"18770","3","SKs11","99","8",0
"18771","4","SKs11","99","8",0
"18772","5","SKs11","99","8",0
"18773","6","SKs11","99","8",0
"18774","7","SKs11","99","8",0
"18775","1","SKs12","99","8",0
"18776","2","SKs12","99","8",0
"18777","3","SKs12","99","8",0
"18778","4","SKs12","99","8",0
"18779","5","SKs12","99","8",0
"18780","6","SKs12","99","8",0
"18781","7","SKs12","99","8",0
"18782","1","SKs13","99","8",0
"18783","2","SKs13","99","8",0
"18784","3","SKs13","99","8",0
"18785","4","SKs13","99","8",0
"18786","5","SKs13","99","8",0
"18787","6","SKs13","99","8",0
"18788","7","SKs13","99","8",0
"18789","1","SKs14","99","8",0
"18790","2","SKs14","99","8",0
"18791","3","SKs14","99","8",0
"18792","4","SKs14","99","8",0
"18793","5","SKs14","99","8",0
"18794","6","SKs14","99","8",0
"18795","7","SKs14","99","8",0
"18796","1","SKs2","99","8",0
"18797","2","SKs2","99","8",0
"18798","3","SKs2","99","8",0
"18799","4","SKs2","99","8",0
"18800","5","SKs2","99","8",0
"18801","6","SKs2","99","8",0
"18802","7","SKs2","99","8",0
"18803","1","SKs3","99","8",0
"18804","2","SKs3","99","8",0
"18805","3","SKs3","99","8",0
"18806","4","SKs3","99","8",0
"18807","5","SKs3","99","8",0
"18808","6","SKs3","99","8",0
"18809","7","SKs3","99","8",0
"18810","1","SKs4","99","8",0
"18811","2","SKs4","99","8",0
"18812","3","SKs4","99","8",0
"18813","4","SKs4","99","8",0
"18814","5","SKs4","99","8",0
"18815","6","SKs4","99","8",0
"18816","7","SKs4","99","8",0
"18817","1","SKs5","99","8",0
"18818","2","SKs5","99","8",0
"18819","3","SKs5","99","8",0
"18820","4","SKs5","99","8",0
"18821","5","SKs5","99","8",0
"18822","6","SKs5","99","8",0
"18823","7","SKs5","99","8",0
"18824","1","SKs6","99","8",0
"18825","2","SKs6","99","8",0
"18826","3","SKs6","99","8",0
"18827","4","SKs6","99","8",0
"18828","5","SKs6","99","8",0
"18829","6","SKs6","99","8",0
"18830","7","SKs6","99","8",0
"18831","1","SKs7","99","8",0
"18832","2","SKs7","99","8",0
"18833","3","SKs7","99","8",0
"18834","4","SKs7","99","8",0
"18835","5","SKs7","99","8",0
"18836","6","SKs7","99","8",0
"18837","7","SKs7","99","8",0
"18838","1","SKs8","99","8",0
"18839","2","SKs8","99","8",0
"18840","3","SKs8","99","8",0
"18841","4","SKs8","99","8",0
"18842","5","SKs8","99","8",0
"18843","6","SKs8","99","8",0
"18844","7","SKs8","99","8",0
"18845","1","SKs9","99","8",0
"18846","2","SKs9","99","8",0
"18847","3","SKs9","99","8",0
"18848","4","SKs9","99","8",0
"18849","5","SKs9","99","8",0
"18850","6","SKs9","99","8",0
"18851","7","SKs9","99","8",0
"18852","1","SKt1","99","8",0
"18853","2","SKt1","99","8",0
"18854","3","SKt1","99","8",0
"18855","4","SKt1","99","8",0
"18856","5","SKt1","99","8",0
"18857","6","SKt1","99","8",0
"18858","7","SKt1","99","8",0
"18859","1","SKt2","99","8",0
"18860","2","SKt2","99","8",0
"18861","3","SKt2","99","8",0
"18862","4","SKt2","99","8",0
"18863","5","SKt2","99","8",0
"18864","6","SKt2","99","8",0
"18865","7","SKt2","99","8",0
"18866","1","SKt3","99","8",0
"18867","2","SKt3","99","8",0
"18868","3","SKt3","99","8",0
"18869","4","SKt3","99","8",0
"18870","5","SKt3","99","8",0
"18871","6","SKt3","99","8",0
"18872","7","SKt3","99","8",0
"18873","1","SKv1","99","8",0
"18874","2","SKv1","99","8",0
"18875","3","SKv1","99","8",0
"18876","4","SKv1","99","8",0
"18877","5","SKv1","99","8",0
"18878","6","SKv1","99","8",0
"18879","7","SKv1","99","8",0
"18880","1","SKv10","99","8",0
"18881","2","SKv10","99","8",0
"18882","3","SKv10","99","8",0
"18883","4","SKv10","99","8",0
"18884","5","SKv10","99","8",0
"18885","6","SKv10","99","8",0
"18886","7","SKv10","99","8",0
"18887","1","SKv11","99","8",132
"18888","2","SKv11","99","8",0
"18889","3","SKv11","99","8",0
"18890","4","SKv11","99","8",0
"18891","5","SKv11","99","8",0
"18892","6","SKv11","99","8",0
"18893","7","SKv11","99","8",0
"18894","1","SKv13","99","8",0
"18895","2","SKv13","99","8",0
"18896","3","SKv13","99","8",0
"18897","4","SKv13","99","8",0
"18898","5","SKv13","99","8",0
"18899","6","SKv13","99","8",0
"18900","7","SKv13","99","8",0
"18901","1","SKv14","99","8",0
"18902","2","SKv14","99","8",0
"18903","3","SKv14","99","8",0
"18904","4","SKv14","99","8",0
"18905","5","SKv14","99","8",0
"18906","6","SKv14","99","8",0
"18907","7","SKv14","99","8",0
"18908","1","SKv2","99","8",0
"18909","2","SKv2","99","8",0
"18910","3","SKv2","99","8",0
"18911","4","SKv2","99","8",0
"18912","5","SKv2","99","8",0
"18913","6","SKv2","99","8",0
"18914","7","SKv2","99","8",0
"18915","1","SKv3","99","8",0
"18916","2","SKv3","99","8",0
"18917","3","SKv3","99","8",0
"18918","4","SKv3","99","8",0
"18919","5","SKv3","99","8",0
"18920","6","SKv3","99","8",0
"18921","7","SKv3","99","8",0
"18922","1","SKv4","99","8",0
"18923","2","SKv4","99","8",0
"18924","3","SKv4","99","8",0
"18925","4","SKv4","99","8",0
"18926","5","SKv4","99","8",0
"18927","6","SKv4","99","8",0
"18928","7","SKv4","99","8",0
"18929","1","SKv5","99","8",0
"18930","2","SKv5","99","8",0
"18931","3","SKv5","99","8",0
"18932","4","SKv5","99","8",0
"18933","5","SKv5","99","8",0
"18934","6","SKv5","99","8",0
"18935","7","SKv5","99","8",0
"18936","1","SKv6","99","8",0
"18937","2","SKv6","99","8",0
"18938","3","SKv6","99","8",0
"18939","4","SKv6","99","8",0
"18940","5","SKv6","99","8",0
"18941","6","SKv6","99","8",0
"18942","7","SKv6","99","8",0
"18943","1","SKv7","99","8",0
"18944","2","SKv7","99","8",0
"18945","3","SKv7","99","8",0
"18946","4","SKv7","99","8",0
"18947","5","SKv7","99","8",0
"18948","6","SKv7","99","8",0
"18949","7","SKv7","99","8",0
"18950","1","SKv8","99","8",0
"18951","2","SKv8","99","8",0
"18952","3","SKv8","99","8",0
"18953","4","SKv8","99","8",0
"18954","5","SKv8","99","8",0
"18955","6","SKv8","99","8",0
"18956","7","SKv8","99","8",0
"18957","1","SVcb1","99","8",0
"18958","2","SVcb1","99","8",0
"18959","3","SVcb1","99","8",0
"18960","4","SVcb1","99","8",0
"18961","5","SVcb1","99","8",0
"18962","6","SVcb1","99","8",0
"18963","7","SVcb1","99","8",0
"18964","1","SVcb10","99","8",0
"18965","2","SVcb10","99","8",0
"18966","3","SVcb10","99","8",0
"18967","4","SVcb10","99","8",0
"18968","5","SVcb10","99","8",0
"18969","6","SVcb10","99","8",0
"18970","7","SVcb10","99","8",0
"18971","1","SVcb11","99","8",0
"18972","2","SVcb11","99","8",0
"18973","3","SVcb11","99","8",0
"18974","4","SVcb11","99","8",0
"18975","5","SVcb11","99","8",0
"18976","6","SVcb11","99","8",0
"18977","7","SVcb11","99","8",0
"18978","1","SVcb12","99","8",0
"18979","2","SVcb12","99","8",0
"18980","3","SVcb12","99","8",0
"18981","4","SVcb12","99","8",0
"18982","5","SVcb12","99","8",0
"18983","6","SVcb12","99","8",0
"18984","7","SVcb12","99","8",0
"18985","1","SVcb13","99","8",0
"18986","2","SVcb13","99","8",0
"18987","3","SVcb13","99","8",0
"18988","4","SVcb13","99","8",0
"18989","5","SVcb13","99","8",0
"18990","6","SVcb13","99","8",0
"18991","7","SVcb13","99","8",0
"18992","1","SVcb14","99","8",0
"18993","2","SVcb14","99","8",0
"18994","3","SVcb14","99","8",0
"18995","4","SVcb14","99","8",0
"18996","5","SVcb14","99","8",0
"18997","6","SVcb14","99","8",0
"18998","7","SVcb14","99","8",0
"18999","1","SVcb15","99","8",0
"19000","2","SVcb15","99","8",0
"19001","3","SVcb15","99","8",0
"19002","4","SVcb15","99","8",0
"19003","5","SVcb15","99","8",0
"19004","6","SVcb15","99","8",0
"19005","7","SVcb15","99","8",0
"19006","1","SVcb16","99","8",0
"19007","2","SVcb16","99","8",0
"19008","3","SVcb16","99","8",0
"19009","4","SVcb16","99","8",0
"19010","5","SVcb16","99","8",0
"19011","6","SVcb16","99","8",0
"19012","7","SVcb16","99","8",0
"19013","1","SVcb17","99","8",0
"19014","2","SVcb17","99","8",0
"19015","3","SVcb17","99","8",0
"19016","4","SVcb17","99","8",0
"19017","5","SVcb17","99","8",0
"19018","6","SVcb17","99","8",0
"19019","7","SVcb17","99","8",0
"19020","1","SVcb18","99","8",0
"19021","2","SVcb18","99","8",0
"19022","3","SVcb18","99","8",0
"19023","4","SVcb18","99","8",0
"19024","5","SVcb18","99","8",0
"19025","6","SVcb18","99","8",0
"19026","7","SVcb18","99","8",0
"19027","1","SVcb19","99","8",0
"19028","2","SVcb19","99","8",0
"19029","3","SVcb19","99","8",0
"19030","4","SVcb19","99","8",0
"19031","5","SVcb19","99","8",0
"19032","6","SVcb19","99","8",0
"19033","7","SVcb19","99","8",0
"19034","1","SVcb2","99","8",0
"19035","2","SVcb2","99","8",0
"19036","3","SVcb2","99","8",0
"19037","4","SVcb2","99","8",0
"19038","5","SVcb2","99","8",0
"19039","6","SVcb2","99","8",0
"19040","7","SVcb2","99","8",0
"19041","1","SVcb20","99","8",0
"19042","2","SVcb20","99","8",0
"19043","3","SVcb20","99","8",0
"19044","4","SVcb20","99","8",0
"19045","5","SVcb20","99","8",0
"19046","6","SVcb20","99","8",0
"19047","7","SVcb20","99","8",0
"19048","1","SVcb21","99","8",0
"19049","2","SVcb21","99","8",0
"19050","3","SVcb21","99","8",0
"19051","4","SVcb21","99","8",0
"19052","5","SVcb21","99","8",0
"19053","6","SVcb21","99","8",0
"19054","7","SVcb21","99","8",0
"19055","1","SVcb22","99","8",0
"19056","2","SVcb22","99","8",0
"19057","3","SVcb22","99","8",0
"19058","4","SVcb22","99","8",0
"19059","5","SVcb22","99","8",0
"19060","6","SVcb22","99","8",0
"19061","7","SVcb22","99","8",0
"19062","1","SVcb23","99","8",0
"19063","2","SVcb23","99","8",0
"19064","3","SVcb23","99","8",0
"19065","4","SVcb23","99","8",0
"19066","5","SVcb23","99","8",0
"19067","6","SVcb23","99","8",0
"19068","7","SVcb23","99","8",0
"19069","1","SVcb24","99","8",0
"19070","2","SVcb24","99","8",0
"19071","3","SVcb24","99","8",0
"19072","4","SVcb24","99","8",0
"19073","5","SVcb24","99","8",0
"19074","6","SVcb24","99","8",0
"19075","7","SVcb24","99","8",0
"19076","1","SVcb25","99","8",0
"19077","2","SVcb25","99","8",0
"19078","3","SVcb25","99","8",0
"19079","4","SVcb25","99","8",0
"19080","5","SVcb25","99","8",0
"19081","6","SVcb25","99","8",0
"19082","7","SVcb25","99","8",0
"19083","1","SVcb26","99","8",0
"19084","2","SVcb26","99","8",0
"19085","3","SVcb26","99","8",0
"19086","4","SVcb26","99","8",0
"19087","5","SVcb26","99","8",0
"19088","6","SVcb26","99","8",0
"19089","7","SVcb26","99","8",0
"19090","1","SVcb27","99","8",0
"19091","2","SVcb27","99","8",0
"19092","3","SVcb27","99","8",0
"19093","4","SVcb27","99","8",0
"19094","5","SVcb27","99","8",0
"19095","6","SVcb27","99","8",0
"19096","7","SVcb27","99","8",0
"19097","1","SVcb28","99","8",0
"19098","2","SVcb28","99","8",0
